Date,Open,High,Low,Close,Volume,Adj Close
2017-03-07,18.73,18.87,18.50,18.77,8855700,18.77
2017-03-06,18.15,18.78,18.15,18.70,11782300,18.70
2017-03-03,17.92,18.24,17.81,18.11,5764300,18.11
2017-03-02,18.24,18.30,17.91,17.92,8959900,17.92
2017-03-01,18.45,18.55,18.20,18.24,8437600,18.24
2017-02-28,18.15,18.47,17.92,18.43,8120900,18.43
2017-02-27,18.80,18.82,18.21,18.27,13572000,18.27
2017-02-24,18.38,19.05,18.20,18.89,14425800,18.89
2017-02-23,18.18,18.46,18.10,18.35,7309200,18.35
2017-02-22,18.10,18.33,18.06,18.23,6104300,18.23
2017-02-21,18.05,18.35,17.80,18.18,8763600,18.18
2017-02-20,17.94,18.07,17.85,18.05,7504100,18.05
2017-02-17,17.82,18.30,17.38,18.18,19064500,18.18
2017-02-16,18.70,18.70,17.97,18.08,19019600,18.08
2017-02-15,19.06,19.27,18.72,18.84,7540600,18.84
2017-02-14,18.83,19.87,18.83,19.29,12555700,19.29
2017-02-13,18.69,18.88,18.61,18.76,4800600,18.76
2017-02-10,18.89,19.04,18.61,18.70,6747100,18.70
2017-02-09,19.16,19.27,18.86,19.04,7006900,19.04
2017-02-08,18.61,19.36,18.53,19.17,10392000,19.17
2017-02-07,18.83,19.16,18.43,18.68,7764300,18.68
2017-02-06,18.07,18.96,18.05,18.78,8541000,18.78
2017-02-03,17.87,18.20,17.53,18.07,5140700,18.07
2017-02-02,17.82,17.82,17.82,17.82,000,17.82
2017-02-01,17.82,17.82,17.82,17.82,000,17.82
2017-01-31,17.82,17.82,17.82,17.82,000,17.82
2017-01-30,17.82,17.82,17.82,17.82,000,17.82
2017-01-27,17.82,17.82,17.82,17.82,000,17.82
2017-01-26,17.71,17.90,17.50,17.82,5339200,17.82
2017-01-25,17.04,18.19,17.00,17.75,13983100,17.75
2017-01-24,19.10,19.10,18.39,18.57,9860100,18.57
2017-01-23,18.25,19.43,18.25,18.90,16777600,18.90
2017-01-20,17.38,17.88,17.31,17.66,5053100,17.66
2017-01-19,17.45,17.59,17.03,17.31,4244000,17.31
2017-01-18,17.74,17.84,17.42,17.45,5571700,17.45
2017-01-17,17.33,18.09,17.33,17.90,8382700,17.90
2017-01-16,19.10,19.10,17.26,17.60,12692100,17.60
2017-01-13,19.98,20.02,19.10,19.18,12630100,19.18
2017-01-12,19.81,20.60,19.73,20.15,12617200,20.15
2017-01-11,19.71,20.11,19.60,19.92,12253700,19.92
2017-01-10,19.22,20.37,19.15,19.89,17009000,19.89
2017-01-09,19.14,19.90,18.68,19.55,14504800,19.55
2017-01-06,19.15,19.48,19.00,19.14,6026900,19.14
2017-01-05,19.14,19.40,19.02,19.15,6585800,19.15
2017-01-04,18.80,19.20,18.62,19.15,6951200,19.15
2017-01-03,18.62,18.94,18.62,18.77,6526300,18.77
2017-01-02,18.54,18.54,18.54,18.54,000,18.54
2016-12-30,18.56,18.79,18.46,18.54,3976900,18.54
2016-12-29,18.66,18.87,18.59,18.62,4181200,18.62
2016-12-28,18.77,18.98,18.61,18.66,3514600,18.66
2016-12-27,19.00,19.05,18.75,18.80,4728700,18.80
2016-12-26,18.91,19.11,18.51,19.08,7178900,19.08
2016-12-23,19.30,19.77,19.30,19.41,7489500,19.41
2016-12-22,19.39,19.45,19.03,19.15,3406500,19.15
2016-12-21,19.30,19.48,19.29,19.39,2885200,19.39
2016-12-20,19.33,19.46,19.11,19.24,2777300,19.24
2016-12-19,19.79,19.84,19.28,19.33,3270800,19.33
2016-12-16,19.71,19.94,19.53,19.79,4034600,19.79
2016-12-15,19.24,20.28,19.10,19.83,7021500,19.83
2016-12-14,19.10,19.59,18.76,19.25,5649800,19.25
2016-12-13,19.06,19.20,18.68,19.02,4704200,19.02
2016-12-12,20.74,20.74,19.15,19.18,8135500,19.18
2016-12-09,20.92,21.06,20.72,20.73,4251800,20.73
2016-12-08,21.52,21.58,20.88,20.92,8429000,20.92
2016-12-07,21.40,21.60,21.30,21.57,3379500,21.57
2016-12-06,21.29,21.48,21.29,21.40,3012400,21.40
2016-12-05,21.32,21.70,21.20,21.29,4509700,21.29
2016-12-02,22.26,22.35,21.62,21.70,5120000,21.70
2016-12-01,22.29,22.35,22.19,22.26,2941400,22.26
2016-11-30,22.40,22.53,22.18,22.21,4089700,22.21
2016-11-29,22.65,22.79,22.34,22.34,5414900,22.34
2016-11-28,22.38,22.88,22.33,22.65,7533000,22.65
2016-11-25,22.31,22.48,22.00,22.34,5205800,22.34
2016-11-24,22.49,22.59,22.26,22.31,4143500,22.31
2016-11-23,22.76,22.80,22.35,22.49,7491300,22.49
2016-11-22,22.42,22.66,22.20,22.66,6565600,22.66
2016-11-21,22.60,22.70,22.40,22.43,4529500,22.43
2016-11-18,22.56,22.83,22.56,22.62,3498400,22.62
2016-11-17,23.02,23.02,22.60,22.69,6541800,22.69
2016-11-16,23.15,23.34,23.08,23.09,5382700,23.09
2016-11-15,23.18,23.20,22.75,23.15,5257800,23.15
2016-11-14,23.10,23.36,23.05,23.23,6771700,23.23
2016-11-11,22.78,22.98,22.51,22.98,5229200,22.98
2016-11-10,22.91,22.96,22.67,22.74,3625400,22.74
2016-11-09,23.00,23.22,22.32,22.55,5611800,22.55
2016-11-08,23.18,23.28,22.61,23.08,7002500,23.08
2016-11-07,23.84,23.98,23.00,23.05,8742300,23.05
2016-11-04,23.75,24.15,23.70,23.82,5157000,23.82
2016-11-03,23.70,24.35,23.43,23.80,9831200,23.80
2016-11-02,24.88,24.99,24.00,24.08,14502700,24.08
2016-11-01,23.50,23.99,23.45,23.98,6451300,23.98
2016-10-31,23.90,23.95,23.36,23.50,5711400,23.50
2016-10-28,23.94,24.54,23.59,23.98,9580000,23.98
2016-10-27,23.95,25.17,23.92,24.22,20707000,24.22
2016-10-26,23.10,23.96,23.02,23.91,15739100,23.91
2016-10-25,23.01,23.19,22.89,23.01,3788900,23.01
2016-10-24,22.94,23.15,22.68,22.99,4649900,22.99
2016-10-21,23.15,23.33,22.82,23.00,6312200,23.00
2016-10-20,22.90,23.77,22.90,23.38,12066800,23.38
2016-10-19,23.00,23.03,22.70,22.75,3616100,22.75
2016-10-18,22.63,22.93,22.45,22.90,5475500,22.90
2016-10-17,22.96,23.27,22.57,22.73,5067300,22.73
2016-10-14,22.95,22.95,22.58,22.74,3591400,22.74
2016-10-13,23.15,23.16,22.85,22.92,3127000,22.92
2016-10-12,22.93,23.10,22.72,23.09,4413800,23.09
2016-10-11,22.97,23.17,22.80,23.01,4783700,23.01
2016-10-10,22.30,23.09,22.20,23.04,5363700,23.04
2016-10-07,22.16,22.16,22.16,22.16,000,22.16
2016-10-06,22.16,22.16,22.16,22.16,000,22.16
2016-10-05,22.16,22.16,22.16,22.16,000,22.16
2016-10-04,22.16,22.16,22.16,22.16,000,22.16
2016-10-03,22.16,22.16,22.16,22.16,000,22.16
2016-09-30,21.93,22.20,21.90,22.16,2709800,22.16
2016-09-29,22.00,22.12,21.93,21.93,3020500,21.93
2016-09-28,22.02,22.20,21.87,21.92,2971600,21.92
2016-09-27,21.86,22.16,21.80,22.15,3255400,22.15
2016-09-26,22.53,22.60,21.80,21.85,4227300,21.85
2016-09-23,23.00,23.19,22.63,22.67,3014200,22.67
2016-09-22,22.88,23.34,22.88,22.98,3989300,22.98
2016-09-21,22.63,22.93,22.63,22.80,2724900,22.80
2016-09-20,22.90,22.90,22.58,22.59,3004100,22.59
2016-09-19,22.72,23.08,22.72,22.86,2987800,22.86
2016-09-16,22.65,22.65,22.65,22.65,000,22.65
2016-09-15,22.65,22.65,22.65,22.65,000,22.65
2016-09-14,22.98,22.98,22.51,22.65,5263100,22.65
2016-09-13,23.33,23.40,22.92,23.09,4167300,23.09
2016-09-12,23.60,23.89,23.10,23.10,6636700,23.10
2016-09-09,24.24,24.29,23.98,24.17,4809600,24.17
2016-09-08,24.00,24.26,23.90,24.16,4265800,24.16
2016-09-07,24.28,24.41,24.00,24.11,5390900,24.11
2016-09-06,23.69,24.16,23.43,24.13,4834200,24.13
